user_text,assistant_text,source_dataset,intent
are reports of mechanical dysfunction in chronic oro facial pain related to somatisation?,"self reported mechanical factors associated with chronic oro facial pain are confounded, in part, by psychological factors and are equally common across other frequently unexplained syndromes. they may represent another feature of somatisation. therefore the use of extensive invasive therapy such as occlusal adjustments and surgery to change mechanical factors may not be justified in many cases. final decision: yes",pubmedqa_train,evidence_qa
amblyopia: is visual loss permanent?,older people with a history of amblyopia who develop visual loss in the previously normal eye can experience recovery of visual function in the amblyopic eye over a period of time. this recovery in visual function occurs in the wake of visual loss in the fellow eye and the improvement appears to be sustained. final decision: no,pubmedqa_train,evidence_qa
implementation of epidural analgesia for labor: is the standard of effective analgesia reachable in all women?,"present audit shows that the process of implementation of labor analgesia was quick, successful and safe, notwithstanding the identification of one cluster of women with suboptimal response to epidural analgesia that need to be further studies, overall pregnant womens'adhesion to labor analgesia was satisfactory. final decision: yes",pubmedqa_train,evidence_qa
does her2 immunoreactivity provide prognostic information in locally advanced urothelial carcinoma patients receiving adjuvant m vec chemotherapy?,her2 immunoreactivity might have a limited prognostic value for advanced urothelial carcinoma patients with adjuvant m vec. final decision: maybe,pubmedqa_train,evidence_qa
is halofantrine ototoxic?,"halofantrine has mild to moderate pathological effects on cochlea histology, and can be considered an ototoxic drug. final decision: yes",pubmedqa_train,evidence_qa
visceral adipose tissue area measurement at a single level: can it represent visceral adipose tissue volume?,"vat area measurement at a single level 3 cm above the lower margin of the l3 vertebra is feasible and can reflect changes in vat volume and body weight. advances in knowledge: as vat area at a ct slice 3cm above the lower margin of l3 can best reflect interval changes in vat volume and body weight, vat area measurement should be selected at this location. final decision: yes",pubmedqa_train,evidence_qa
necrotizing fasciitis: an indication for hyperbaric oxygenation therapy?,the results of this study cast doubt on the suggested advantage of hbo in reducing patient mortality and morbidity when used as adjuvant therapy for nf. final decision: no,pubmedqa_train,evidence_qa
is the hawkins sign able to predict necrosis in fractures of the neck of the astragalus?,"a positive hawkins sign rules out that the fractured talus has developed avascular necrosis, but its absence does not confirm it. final decision: maybe",pubmedqa_train,evidence_qa
is a mandatory general surgery rotation necessary in the surgical clerkship?,effective undergraduate surgical education can be offered in many specialty settings. removal of the requirement for general surgery in clerkship may lead to a more effective use of all educational opportunities. a careful analysis of local programs and facilities is necessary before suggesting this change to other institutions. final decision: no,pubmedqa_train,evidence_qa
is acupuncture efficacious for treating phonotraumatic vocal pathologies?,the findings showed that acupuncture of voice related acupoints could bring about improvement in vocal function and healing of vocal fold lesions. final decision: yes,pubmedqa_train,evidence_qa
is aneurysm repair justified for the patients aged 80 or older after aneurysmal subarachnoid hemorrhage?,"better prognosis was obtained when ruptured aneurysm was repaired in the elderly than it was treated conservatively. from the results of this study, we should not hesitate to offer the definitive surgery for the elderly with asah. final decision: yes",pubmedqa_train,evidence_qa
do general practice characteristics influence uptake of an information technology (it) innovation in primary care?,"the analyses show that structural characteristics of a practice are not associated with uptake of a new it facility, but that its use may be influenced by post graduate education in the relevant clinical condition. for this diabetes system at least, practice nurse use was critical in spreading uptake beyond initial gp enthusiasts and for sustained and rising use in subsequent years. final decision: no",pubmedqa_train,evidence_qa
prognosis of well differentiated small hepatocellular carcinoma is well differentiated hepatocellular carcinoma clinically early cancer?,"w d hccs were clinically demonstrated not to be early cancer, because there was no significant difference in disease free survival between the patients with w d and l d hccs. final decision: no",pubmedqa_train,evidence_qa
do follow up recommendations for abnormal papanicolaou smears influence patient adherence?,"adherence to follow up was low in this family planning clinic population, no matter what type of follow up was advised. adherence was improved by the use of up to 3 reminders. allocating resources to effective methods for improving adherence to follow up of abnormal results may be more important than which follow up procedure is recommended. final decision: no",pubmedqa_train,evidence_qa
biomolecular identification of allergenic pollen: a new perspective for aerobiological monitoring?,"the real time pcr approach revealed promising results in pollen identification and quantification, even when analyzing pollen mixes. future perspectives could concern the development of multiplex real time pcr for the simultaneous detection of different taxa in the same reaction tube and the application of high throughput molecular methods. final decision: yes",pubmedqa_train,evidence_qa
does diabetes mellitus influence the efficacy of fdg pet in the diagnosis of cervical cancer?,"in comparison with its accuracy in non dm patients, the accuracy of pet in cervical cancer patients with mild to moderate dm was not significantly reduced. final decision: no",pubmedqa_train,evidence_qa
biomechanical and wound healing characteristics of corneas after excimer laser keratorefractive surgery: is there a difference between advanced surface ablation and sub bowman's keratomileusis?,"ophthalmic pathology and basic science research show that sbk and asa are improvements in excimer laser keratorefractive surgery compared to conventional lasik or prk, particularly with regard to maintaining corneal biomechanics and perhaps moderately reducing the risk of corneal haze. however, most of the disadvantages caused by wound healing issues remain. final decision: yes",pubmedqa_train,evidence_qa
does radiotherapy of the primary rectal cancer affect prognosis after pelvic exenteration for recurrent rectal cancer?,patients who previously received radiotherapy for primary rectal cancer treatment have worse oncologic outcomes than those who had not received radiotherapy after pelvic exenteration for locally recurrent rectal cancer. final decision: yes,pubmedqa_train,evidence_qa
can a practicing surgeon detect early lymphedema reliably?,an increase of 5% in circumference measurements identified the most potential lymphedema cases compared with an academic trial. final decision: maybe,pubmedqa_train,evidence_qa
colorectal cancer with synchronous liver metastases: does global management at the same centre improve results?,"gm of crc and slm was associated with fewer procedures but did not influence overall survival. sm was associated with a longer delay and increased use of chemotherapy between procedures, suggesting that more rigorous selection of sm patients for surgery may explain the higher disease free survival after slm resection. final decision: no",pubmedqa_train,evidence_qa
is motion perception deficit in schizophrenia a consequence of eye tracking abnormality?,"speed discrimination, per se, is not impaired in schizophrenia patients. the observed abnormality appears to be a consequence of impairment in generating or integrating the feedback information from eye movements. this study introduces a novel approach to motion perception studies and highlights the importance of concurrently measuring eye movements to understand interactions between these two systems; the results argue for a conceptual revision regarding motion perception abnormality in schizophrenia. final decision: yes",pubmedqa_train,evidence_qa
transgastric endoscopic splenectomy: is it possible?,transgastric endoscopic splenectomy in a porcine model appears technically feasible. additional long term survival experiments are planned. final decision: yes,pubmedqa_train,evidence_qa
it's fournier's gangrene still dangerous?,"the interval from the onset of clinical symptoms to the initial surgical intervention seems to be the most important prognostic factor with a significant impact on outcome. despite extensive therapeutic efforts, fournier's gangrene remains a surgical emergency and early recognition with prompt radical debridement is the mainstays of management. final decision: yes",pubmedqa_train,evidence_qa
is it appropriate to implant kidneys from elderly donors in young recipients?,"we conclude that patient and graft survival on transplanting kidneys from elderly donors to young recipients is superimposable on that obtained with young donors. however, renal function is better in the group of young donors. final decision: yes",pubmedqa_train,evidence_qa
do provider service networks result in lower expenditures compared with hmos or primary care case management in florida's medicaid program?,the medicaid demonstration in florida appears to result in lower pmpm expenditures. demonstration psns generated slightly greater reductions in expenditures compared to demonstration hmos. psns appear to be a promising model for delivering care to medicaid enrollees. final decision: yes,pubmedqa_train,evidence_qa
assessment of carotid artery stenosis before coronary artery bypass surgery. is it always necessary?,"in our cohort, selective screening of patients aged>70 years, with carotid bruit, a history of cerebrovascular disease, diabetes mellitus or pvd would have reduced the screening load by 40%, with trivial impact on surgical management or neurological outcomes. final decision: no",pubmedqa_train,evidence_qa
should direct mesocolon invasion be included in t4 for the staging of gastric cancer?,mesocolon invasion should be included in t4 for the staging of gastric cancer. final decision: maybe,pubmedqa_train,evidence_qa
do surrogates of injury severity influence the occurrence of heterotopic ossification in fractures of the acetabulum?,"surrogates of injury severity, including days in the icu and non icu hospital los>10 days, were associated with the development of ho in our cohort of acetabular fracture patients. prophylaxis with xrt was significantly protective against the development of ho, and the ability to provide prophylaxis is very likely related to the severity of injury. final decision: maybe",pubmedqa_train,evidence_qa
does pretreatment with statins improve clinical outcome after stroke?,"the statistical power of this case referent study was such that only large beneficial effects of statins in acute stroke could be confirmed. however, the observed trend, together with experimental observations, is interesting enough to warrant a more detailed analysis of the relationship between statins and stroke outcome. final decision: no",pubmedqa_train,evidence_qa
processing fluency effects: can the content and presentation of participant information sheets influence recruitment and participation for an antenatal intervention?,font influenced pregnant women's ratings of intervention complexity. final decision: yes,pubmedqa_train,evidence_qa
sternal fracture in growing children : a rare and often overlooked fracture?,isolated sternal fractures in childhood are often due to typical age related traumatic incidents. ultrasonography is a useful diagnostic tool for fracture detection and radiography is the method of choice for visualization of the extent of the dislocation. final decision: maybe,pubmedqa_train,evidence_qa
is there a correlation between androgens and sexual desire in women?,"in the present study, ft and androstenedione were statistically significantly correlated with sexual desire in the total cohort of women. adt g did not correlate more strongly than circulating androgens with sexual desire and is therefore not superior to measuring circulating androgens by mass spectrometry. final decision: yes",pubmedqa_train,evidence_qa
does immediate breast reconstruction compromise the delivery of adjuvant chemotherapy?,"we found no evidence that ibr compromised the delivery of adjuvant chemotherapy, although there was a significant incidence of implant infection. final decision: no",pubmedqa_train,evidence_qa
human papillomavirus and pterygium. is the virus a risk factor?,the low presence of hpv dna in pterygia does not support the hypothesis that hpv is involved in the development of pterygia in denmark. final decision: maybe,pubmedqa_train,evidence_qa
can prism predict length of picu stay?,"the ann with its intrinsic ability to detect non linear correlation, and to relate specific item patterns to los, outperformed linear statistics but was still disappointing in estimating individual los. it might be speculated that therapeutic intervention modulates the natural course of the disease thus counteracting both disease severity as initially scored by prism, and los. this being true, the inverse of the correlation between prism (or prism based los estimate) and los might be a candidate indicator of quality of care. final decision: no",pubmedqa_train,evidence_qa
can predilatation in transcatheter aortic valve implantation be omitted?,tavi can be performed safely without balloon predilatation and with the same early results as achieved with the standard procedure including balloon predilatation. the reduction in the number of pacing periods required may be beneficial for the patient. final decision: yes,pubmedqa_train,evidence_qa
autoerotic asphyxiation: secret pleasure lethal outcome?,"pediatricians should be alert to the earliest manifestations of aea. awareness of choking games among the young and, of those, a subset who eventually progress to potentially fatal aea is strongly encouraged among all primary care professionals who may be able to interrupt the behavior. final decision: yes",pubmedqa_train,evidence_qa
major depression and alcohol use disorder in adolescence: does comorbidity lead to poorer outcomes of depression?,"the results of these analyses suggest that marginally higher rates of depression to age 35 amongst the comorbid md/aud group were explained by increased exposure to adverse childhood circumstances amongst members of the comorbid group. adolescent md/aud comorbidity is likely to be a risk marker, rather than a causal factor in subsequent md. final decision: no",pubmedqa_train,evidence_qa
cold preparation use in young children after fda warnings: do concerns still exist?,"despite current recommendations, cough and cold medicines are still used in children younger than 6 years of age. a significant portion of caregivers report that they are still unaware of public warnings, potential side effects, and interactions with other medications. final decision: yes",pubmedqa_train,evidence_qa
does a 4 diagram manual enable laypersons to operate the laryngeal mask supreme®?,in manikin laypersons could insert lmas in the correct direction after onsite instruction by a simple manual with a high success rate. this indicates some basic procedural understanding and intellectual transfer in principle. operating errors (n = 91) were frequently not recognized and corrected (n = 77). improvements in labeling and the quality of instructional photographs may reduce individual error and may optimize understanding. final decision: yes,pubmedqa_train,evidence_qa
can we measure mesopic pupil size with the cobalt blue light slit lamp biomicroscopy method?,"although the slbm is quite repeatable, it underestimates mesopic pupil size and shows a too wide range of agreement with cip. slbm shows low sensitivity in detecting pupils larger than 6 mm, which may be misleading when planning anterior segment surgery. previous grading consensus training strategies may increase interrater reproducibility, and compensation for the systematic underestimation could improve accuracy of the slbm. final decision: no",pubmedqa_train,evidence_qa
should circumcision be performed in childhood?,"incomplete separation between prepuce and glans penis is normal and common among new borns, progressing until adolescence to spontaneous separation, at which time it is complete in the majority of boys. accordingly to the criteria we have sustained for years and present study's findings, circumcision has few indications during childhood, as well as forced prepucial dilation. final decision: no",pubmedqa_train,evidence_qa
does a colonoscopy after acute diverticulitis affect its management?,"our results suggest that colonoscopy does not affect the management of patients with acute diverticulitis nor alter the outcome. the current practice of a routine colonoscopy after acute diverticulitis, diagnosed by typical clinical symptoms and ct needs to be reevaluated. final decision: no",pubmedqa_train,evidence_qa
do instrumental activities of daily living predict dementia at 1 and 2 year follow up?,"iadl disability is a useful addition to the diagnostic process in a memory clinic setting, indicating who is at higher risk of developing dementia at 1 and 2 year follow up. final decision: yes",pubmedqa_train,evidence_qa
does the simultaneous use of a neuroendoscope influence the incidence of ventriculoperitoneal shunt infection?,"in the present study, the use of an endoscope during vps procedures did not increase the risk of surgical infection. final decision: no",pubmedqa_train,evidence_qa
"body perception: do parents, their children, and their children's physicians perceive body image differently?",many children underestimated their degree of overweight. their parents and even their attending physicians shared this misperception. this study demonstrates the need to further educate physicians to recognize obesity and overweight so that they can counsel children and their families. final decision: yes,pubmedqa_train,evidence_qa
is a specialised training of phonological awareness indicated in every preschool child?,"a specialized training program to improve phonologic awareness as a basis for reading and writing in every kindergarten and preschool child seems to be unnecessary. however, children with temporary hearing deficits benefit from such a program. for all other children general perception training may be sufficient. final decision: maybe",pubmedqa_train,evidence_qa
is there any relationship between streptococcal infection and multiple sclerosis?,"these findings indicate that a relationship between multiple sclerosis and streptococcal infections may exist, but to acquire a better understanding of the role of group a streptococci in the pathogenesis of multiple sclerosis, more studies with animal models are necessary. final decision: yes",pubmedqa_train,evidence_qa
is the combination with 2 methoxyestradiol able to reduce the dosages of chemotherapeutices in the treatment of human ovarian cancer?,2me is able to enhance the antiproliferative activity of certain chemotherapeutics at pharmacological relevant concentrations. this estradiol metabolite is currently in a phase ii trial in patients with refractary metastatic breast cancer and the tolerability has been shown to be very good. the combination of 2me with chemotherapeutics may therefore offer a new clinically relevant treatment regimen for hormone dependent cancer. final decision: yes,pubmedqa_train,evidence_qa
assessing joint line positions by means of the contralateral knee: a new approach for planning knee revision surgery?,"as a new assessment method, we have suggested to assess the jl by means of radiographs of the contralateral knee. the most precise parameter was found to be the distance between the fibular head and the jl. the level of arthritis, age, gender, visibility of the landmarks, and misalignment did not influence measurement accuracy. this parameter is the first tibia related landmark for assessing the jl, which advantageously corresponds to the tibia first technique in revision surgery. final decision: yes",pubmedqa_train,evidence_qa
does the type of tibial component affect mechanical alignment in unicompartmental knee replacement?,"patients who received a metal backed onlay tibial component obtained better postoperative mechanical alignment compared to those who received all polyethylene inlay prostheses. the thicker overall construct of onlay prostheses appears to be an important determinant of postoperative alignment. considering their higher survivorship rates and improved postoperative mechanical alignment, onlay prostheses should be the first option when performing medial ukr. final decision: yes",pubmedqa_train,evidence_qa
is tumour expression of vegf associated with venous invasion and survival in pt3 renal cell carcinoma?,"progression of a pt3 tumour into the renal vein and vena cava is not associated with increased tumour expression of vegf. however, vegf is an independent prognostic factor in this group of poor prognosis renal tumours. final decision: maybe",pubmedqa_train,evidence_qa
injury and poisoning mortality among young men are there any common factors amenable to prevention?,"alcohol and drug use are important contributory factors to injury and poisoning deaths. more research is needed into the effects of unemployment and being single on the health of young men, and to investigate the motivations behind risk taking and self destructive behaviour. final decision: yes",pubmedqa_train,evidence_qa
continuation of pregnancy after antenatal corticosteroid administration: opportunity for rescue?,"rescue ac may apply to only 18% of cases, and we identified subsets of more likely candidates. final decision: maybe",pubmedqa_train,evidence_qa
does either obesity or osa severity influence the response of autotitrating cpap machines in very obese subjects?,"in this population, neither bmi nor neck circumference nor waist circumference is predictive of autocpap pressure. therefore, the previously derived algorithm does not adequately predict the fixed cpap pressure for subsequent clinical use in these obese individuals. in addition, some subjects without osa generated high autocpap pressures, and thus, the correlation between osa severity and autocpap pressure was only moderate. final decision: yes",pubmedqa_train,evidence_qa
does the clinical presentation of a prior preterm birth predict risk in a subsequent pregnancy?,patients with a history of acd are at an increased risk of having recurrent preterm birth and cervical shortening in a subsequent pregnancy compared with women with prior preterm birth associated pprom or ptl. final decision: yes,pubmedqa_train,evidence_qa
is the distance worth it?,"our results indicate that when controlled for patient, tumor, and hospital factors, patients who traveled a long distance to a high volume center had improved lymph node yield, neoadjuvant chemoradiation receipt, and 30 and 90 day mortality compared with those who traveled a short distance to a low volume center. they also had improved 5 year survival. see video abstract at http://links.lww.com/dcr/a446. final decision: yes",pubmedqa_train,evidence_qa
aripiprazole: a new risk factor for pathological gambling?,adverse drug reactions were confronted with other already published case reports. dopamine partial agonist mechanism of aripiprazole could explain the occurrence of pathological gambling. final decision: yes,pubmedqa_train,evidence_qa
immune suppression by lysosomotropic amines and cyclosporine on t cell responses to minor and major histocompatibility antigens: does synergy exist?,lysosomotropic amines in combination with cyclosporine appear to be synergistic in the suppression of t cell proliferation to mihc and mhc. use of chloroquine in combination with cyclosporine may result in improved control of gvhd. final decision: yes,pubmedqa_train,evidence_qa
does induction chemotherapy have a role in the management of nasopharyngeal carcinoma?,"while not providing conclusive evidence, this single institution experience suggests that neoadjuvant chemotherapy for stage iv npc patients improves both survival and disease control. recurrence within the irradiated volume was the most prevalent mode of failure and future studies will evaluate regimens to enhance local regional control. final decision: yes",pubmedqa_train,evidence_qa
treatment of contralateral hydrocele in neonatal testicular torsion: is less more?,we have demonstrated that approaching a contralateral hydrocele in cases of neonatal testicular torsion solely through a scrotal incision is safe and effective. inguinal exploration was not performed in our study and our long term results demonstrate that such an approach would have brought no additional benefit. in avoiding an inguinal approach we did not subject our patients to unnecessary risk of testicular or vasal injury. contralateral hydrocele is commonly seen in cases of neonatal testicular torsion. in our experience this is a condition of minimal clinical significance and does not warrant formal inguinal exploration for treatment. this conservative management strategy minimizes the potential of contralateral spermatic cord injury in the neonate. the aims of the study were met. final decision: maybe,pubmedqa_train,evidence_qa
"are normally sighted, visually impaired, and blind pedestrians accurate and reliable at making street crossing decisions?","our data suggested that visually impaired pedestrians can make accurate and reliable street crossing decisions like those of normally sighted pedestrians. when using auditory information only, all subjects significantly overestimated the vehicular gap time. our finding that blind pedestrians performed significantly worse than either the normally sighted or visually impaired subjects under the hearing only condition suggested that they may benefit from training to improve their detection ability and/or interpretation of vehicular gap times. final decision: maybe",pubmedqa_train,evidence_qa
is it crohn's disease?,"granulomatous myelotoxicity and enteritis developed in a 21 year old female within 3 weeks of initiating sulfasalazine for rheumatoid arthritis. following a short course of corticosteroids, the patient had resolution of her cholestatic hepatitis, rash, eosinophilia, and gastrointestinal symptoms with no residual manifestations at 7 months follow up. although severe reactions to sulfasalazine are rare and unpredictable, practicing physicians should be aware of unusual clinical presentations of toxicity when prescribing sulfasalazine. final decision: maybe",pubmedqa_train,evidence_qa
is chaalia/pan masala harmful for health?,"the frequency of habits of chaalia and pan masala chewing, by school children in lower socio economic areas is extremely high. the probable reasons for this high frequency are taste, the widespread use of these substances by family members and friends, low cost and easy availability. final decision: yes",pubmedqa_train,evidence_qa
does multi modal cervical physical therapy improve tinnitus in patients with cervicogenic somatic tinnitus?,"cervical physical therapy can have a positive effect on subjective tinnitus complaints in patients with a combination of tinnitus and neck complaints. larger studies, using more responsive outcome measures, are however necessary to prove this effect. final decision: yes",pubmedqa_train,evidence_qa
detailed analysis of sputum and systemic inflammation in asthma phenotypes: are paucigranulocytic asthmatics really non inflammatory?,"this study demonstrates that a significant eosinophilic inflammation is present across all categories of asthma, and that paucigranulocytic asthma may be seen as a low grade inflammatory disease. final decision: maybe",pubmedqa_train,evidence_qa
is hiv/std control in jamaica making a difference?,"hiv/std control measures appear to have slowed the hiv/aids epidemic in jamaica, however a significant minority of persons continue to have unprotected sex in high risk situations. final decision: yes",pubmedqa_train,evidence_qa
is panton valentine leucocidin associated with the pathogenesis of staphylococcus aureus bacteraemia in the uk?,we found that 1.6% of s. aureus (all mssa) from bacteraemic patients were pvl positive. this low incidence suggests that pvl positive s. aureus are of no particular significance as causative agents of s. aureus bacteraemia. final decision: maybe,pubmedqa_train,evidence_qa
are even impaired fasting blood glucose levels preoperatively associated with increased mortality after cabg surgery?,the elevated risk of death after cabg surgery known previously to be associated with cdm seems also to be shared by a group of similar size that includes patients with ifg and undiagnosed dm. final decision: yes,pubmedqa_train,evidence_qa
does positron emission tomography change management in primary rectal cancer?,"position emission tomography scanning appears to accurately change the stage or appropriately alter the therapy of almost a third of patients with advanced primary rectal cancer. in view of this, we suggest that position emission tomography scanning be considered part of standard workup for such patients, particularly if neoadjuvant chemoradiation is being considered as part of primary management. final decision: yes",pubmedqa_train,evidence_qa
can you deliver accurate tidal volume by manual resuscitator?,"the tidal volume delivered by a manual resuscitator shows large variations. there were significant differences in the volume delivered by compression methods, but physical characteristics are not a predictor of tidal volume delivery. the manual resuscitator is not a suitable device for accurate ventilation. final decision: no",pubmedqa_train,evidence_qa
can increases in the cigarette tax rate be linked to cigarette retail prices?,"numerous studies have found that taxation is one of the most effective policy instruments for tobacco control. however, these findings come from countries that have market economies where market forces determine prices and influence how cigarette taxes are passed to the consumers in retail prices. china's tobacco industry is not a market economy; therefore, non market forces and the current chinese tobacco monopoly system determine cigarette prices. the result is that tax increases do not necessarily get passed on to the retail price. final decision: no",pubmedqa_train,evidence_qa
vertical lines in distal esophageal mucosa (vlem): a true endoscopic manifestation of esophagitis in children?,histology usually demonstrated moderate to severe inflammation when vlem were present. vlem may be a highly specific endoscopic feature of esophagitis in children. final decision: yes,pubmedqa_train,evidence_qa
does hypoglycaemia increase the risk of cardiovascular events?,"severe hypoglycaemia is associated with an increased risk for cv outcomes in people at high cv risk and dysglycaemia. although allocation to insulin glargine vs. standard care was associated with an increased risk of severe and non severe hypoglycaemia, the relative risk of cv outcomes with hypoglycaemia was lower with insulin glargine based glucose lowering therapy than with the standard glycaemic control. trial registration (origin clinicaltrials.gov number nct00069784). final decision: yes",pubmedqa_train,evidence_qa
does the radiographic transition zone correlate with the level of aganglionosis on the specimen in hirschsprung's disease?,correlation between level of radiographic transition zone on contrast enema and length of aganglionosis remains low. systematic preoperative biopsy by coelioscopy or ombilical incision is mandatory. final decision: no,pubmedqa_train,evidence_qa
is dexamethasone an effective alternative to oral prednisone in the treatment of pediatric asthma exacerbations?,"the current literature suggests that dexamethasone can be used as an effective alternative to prednisone in the treatment of mild to moderate acute asthma exacerbations in children, with the added benefits of improved compliance, palatability, and cost. however, more research is needed to examine the role of dexamethasone in hospitalized children. final decision: yes",pubmedqa_train,evidence_qa
